Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Skill/S_FFXV_Ignis_Lancet_Name,Text,,랜싯,Lancet,ランセット,龙剑,柳葉刀
Skill/S_FFXV_Ignis_LibraElementia_Description,Text,,"이 스킬이 리브라가 있는 적에게 적중하면 해당 적은 원소 과부하를 얻습니다.

다음 보너스 중 하나를 무작위로 얻습니다.
- 그 외 모든 아군은 링크스트라이크(이그니스)를 얻습니다.
- 모든 적을 공격하세요.
- 스킬 비용을 환불합니다.

링크 스트라이크: 세 가지 보너스를 모두 얻습니다.","When this skill hits an enemy with Libra, that enemy gains Elemental Overload.

Randomly gain one of these bonuses:
- All other allies gain Link Strike (Ignis).
- Attack all enemies.
- Refund skill cost.

Link Strike: Gain all three bonuses.","このスキルが天秤座の敵に命中すると、その敵は属性オーバーロードを獲得します。

次のボーナスのいずれかをランダムに獲得します。
- 他のすべての味方はリンクストライク(イグニス)を獲得します。
- 敵全体を攻撃します。
- スキルコストを返金します。

リンクストライク: 3 つのボーナスをすべて獲得します。","如果该技能命中带有[解析]的敌人，则使该目标获得[元素过载]。

随机获得以下增益之一：
-其他友军获得[连携攻击(伊格尼斯)]。
-攻击所有敌人。
-恢复此技能的费用。

连携攻击：获得全部3种增益。","當技能擊中天秤座敵人時，該敵人獲得元素過載。

隨機獲得以下獎勵之一：
- 所有其他盟友獲得連結打擊（伊格尼斯）。
- 攻擊所有敵人。
- 退還技能費用。

連結打擊：獲得全部三項獎勵。"
Skill/S_FFXV_Ignis_LibraElementia_Name,Text,,천칭자리 엘레멘티아,Libra Elementia,天秤座エレメンティア,元素洞悉,天秤座元素
Skill/S_FFXV_Ignis_QuickRecipeh_0_Description,Text,,,,,,
Skill/S_FFXV_Ignis_QuickRecipeh_0_Name,Text,,빠른 레시피 재캐스트,Quick Recipe Recast,クイックレシピリキャスト,再次神速烹饪,快速配方重鑄
Skill/S_FFXV_Ignis_QuickRecipeh_Description,Text,,"스킬 시전 시 다음 보너스 중 하나를 무작위로 얻습니다.
- 추가로 효과가 절반인 연쇄 치유.
- 대상 아군의 다음 손에 있는 스킬의 비용이 1 감소합니다.
- 대상 아군은 2턴간 힐링 게이지 보호를 얻습니다.

링크 스트라이크: 세 가지를 모두 얻습니다.","Randomly gain one of these bonuses on skill cast:
- Additionally Chain Heal at half effectiveness.
- Target ally's next skill from hand has its cost reduced by 1.
- Target ally gains Healing Gauge Protection for 2 turns.

Link Strike: Gain all three.","スキルキャスト時に次のボーナスのいずれかをランダムに獲得します。
- さらに効果半分でチェーンヒールします。
- 対象の味方の次の手札スキルのコストが 1 減ります。
- ターゲットの味方は2ターンの間、回復ゲージの保護を獲得します。

リンクストライク: 3 つすべてを獲得します。","随机获得以下增益之一：
-以该治疗量的一半额外释放连锁治疗。
-目标友军从手中释放的下一个技能费用-1。
-目标友军获得持续2回合的保护体力极限。

连携攻击：获得全部3种增益。","隨機獲得以下技能獎勵之一：
- 另外，連鎖治療效果減半。
- 目標盟友手上的下一個技能的成本減少 1。
- 目標盟友獲得治療量保護，持續 2 回合。

連結打擊：獲得全部三個。"
Skill/S_FFXV_Ignis_QuickRecipeh_Name,Text,,빠른 레시피,Quick Recipeh,クイックレシピ,神速烹饪,快速食譜
Skill/S_FFXV_Ignis_Regroup_Description,Text,,다른 모든 아군은 링크 스트라이크(이그니스)를 얻습니다.,All other allies gain Link Strike (Ignis).,他のすべての味方はリンクストライク（イグニス）を獲得します。,其他友军获得[连携攻击(伊格尼斯)]。,所有其他盟友獲得連結打擊（伊格尼斯）。
Skill/S_FFXV_Ignis_Regroup_Name,Text,,재편성,Regroup,再編成,全员集合,重組
Skill/S_FFXV_Ignis_RelaxAndReflect_Description,Text,,,,,,
Skill/S_FFXV_Ignis_RelaxAndReflect_Name,Text,,휴식과 반성,Relax and Reflect,リラックスして反省する,休憩,放鬆並反思
Skill/S_FFXV_Ignis_Sagefire_Description,Text,,링크 스트라이크 : 모든 적에게 세이지파이어를 건다.,Link Strike: Inflict Sagefire on all enemies.,リンクストライク：敵全体にセージファイアを与える。,连携攻击：给所有敌人施加贤者之炎。,連結打擊：對所有敵人施加賢火。
Skill/S_FFXV_Ignis_Sagefire_Name,Text,,세이지파이어,Sagefire,セージファイア,贤者之炎,鼠尾草火
Skill/S_FFXV_Ignis_SpelldaggerSlash_0_Name,Text,,주문대거링크 히트,Spelldaggers Link Hit,スペルダガーリンクヒット,元素短剑以连携攻击命中,法術匕首連結命中
Skill/S_FFXV_Ignis_SpelldaggerSlash_1_Name,Text,,스펠대거 비링크 히트,Spelldaggers Non-Link Hit,スペルダガーのノンリンクヒット,元素短剑以非连携攻击命中,法術匕首非連結命中
Skill/S_FFXV_Ignis_SpelldaggerSlash_Description,Text,,"2회 공격합니다. 적이 리브라를 갖고 있다면 한 번 더 공격한다. 추가 공격은 절반의 피해를 입힙니다.
3턴 동안 타격할 때마다 다음 효과 중 하나를 적용합니다.
- 방어력 5% 감소.
- 공격력 5% 감소.
- 회피율 5% 감소.

최대 중첩에 도달하여 디버프가 적용되지 않으면 대신 원소 과부하를 적용하여 매 턴 40%의 치유력을 고통 피해로 줍니다.

링크 스트라이크: 각 히트마다 무작위로 두 가지 다른 스택을 적용합니다.","Attack 2 times. If the enemy has Libra, attack once more. Additional attacks deal half damage.
Inflict one of these effects for each hit for 3 turns:
- 5% armor reduction.
- 5% attack power reduction.
- 5% evade reduction.

When a debuff is not inflicted due to reaching maximum stacks, inflict Elemental Overload instead, dealing 40% healing power as pain damage each turn.

Link Strike: Inflict two different stacks at random for each hit.","2回攻撃する。敵が天秤座を持っている場合は、もう一度攻撃します。追加攻撃のダメージは半分になります。
3 ターンの間、ヒットごとに次のいずれかの効果を与えます。
- 装甲が 5% 減少します。
- 攻撃力が5%減少します。
- 5%の軽減を回避します。

スタックが最大に達したためにデバフが付与されなかった場合、代わりにエレメンタル オーバーロードを付与し、毎ターン痛みダメージとして 40% の治癒力を与えます。

リンクストライク: ヒットごとにランダムに 2 つの異なるスタックを与えます。","释放2次。如果目标有[解析]，则再额外释放1次。额外释放时造成的伤害减半。

每次命中都会为目标随机施加以下效果之一，持续3回合：
-防御力减少5%。
-攻击力减少5%。
-闪避率减少5%.

若因达到最大层数而未能施加减益效果，则改为施加[元素过载]，每回合造成等同于40%治疗力的痛苦伤害。

连携攻击：每次命中时会为目标随机施加2种不同的效果。","攻擊2次。如果敵人有天秤座，則再次攻擊。額外攻擊造成一半傷害。
每次命中都會造成以下效果之一，持續 3 回合：
- 護甲減少 5%。
- 攻擊力降低 5%。
- 迴避減少 5%。

當因達到最大層數而未造成減益時，會造成元素過載，每回合造成 40% 的治療力作為疼痛傷害。

連結打擊：每次攻擊隨機造成兩個不同的疊加。"
Skill/S_FFXV_Ignis_SpelldaggerSlash_Name,Text,,주문대거,Spelldaggers,スペルダガー,元素短剑,法術匕首
Skill/S_FFXV_Ignis_UltBlazingTactician_Description,Text,,대상 아군은 링크 스트라이크(이그니스)를 얻습니다.,Target ally gains Link Strike (Ignis).,対象の味方はリンクストライク(イグニス)を得る。,目标友军获得[连携攻击(伊格尼斯)]。,目標盟友獲得連結打擊（伊格尼斯）。
Skill/S_FFXV_Ignis_UltBlazingTactician_Name,Text,,타오르는 전술가,The Blazing Tactician,烈火の軍師,烈火的军师,熾熱的戰術家
Skill/S_FFXV_Ignis_UltTotalClarity_Description,Text,,스킬을 그립니다.,Draw a skill.,スキルを描きます。,抽取1个技能。,畫一個技能。
Skill/S_FFXV_Ignis_UltTotalClarity_Name,Text,,완전한 선명도,Total Clarity,完全な明瞭さ,追踪魔眼,完全清晰
Skill/S_FFXV_Noctis_AerialSlice_Description,Text,,"이번 턴에 사용한 스킬 하나당 비용이 1씩 감소합니다.

아르미게르 1개를 얻습니다.

수정된 경우 아르미게르의 스택 감소가 트리거되지 않습니다.","Cost reduced by 1 for each skill played this turn.

Gain 1 Armiger.

Does not trigger Armiger's stack reduction if fixed.","このターンにスキルをプレイするたびにコストが1減少します。

アーミガーを1体獲得。

修正された場合、アーミガーのスタック減少はトリガーされません。","本回合内，每使用1个技能，此技能的费用就减少1点。

获得1层[幻影剑]。

作为固定能力使用时不会消耗[幻影剑]层数。","本回合每使用一個技能，成本就會減少 1。

獲得 1 名武裝戰士。

如果修復的話，不會觸發 阿米格爾的堆疊減少。"
Skill/S_FFXV_Noctis_AerialSlice_Name,Text,,에어리얼 슬라이스,Aerial Slice,エアリアルスライス,位移空袭,空中切片
Skill/S_FFXV_Noctis_BladeOfTheMystic_Description,Text,,"아르미게르: 각 아르미게르에 대해 추가로 피해를 입히고 모든 Armiger를 제거합니다.

다른 모든 아군은 링크 스트라이크(녹티스)를 얻습니다.

링크 스트라이크 : 비용이 1 감소하며 방어력을 무시합니다.","Armiger: Additionally deal &a damage for each Armiger then remove all Armiger.

All other allies gain Link Strike (Noctis).

Link Strike: Cost reduced by 1 and this skill ignores armor.","アーミガー: さらに各アーミガーに&aダメージを与え、その後すべてのアーミガーを除去します。

他のすべての味方はリンクストライク（ノクティス）を獲得します。

リンクストライク：コストが1減少し、このスキルはアーマーを無視します。","幻影剑：每1层[幻影剑]造成&a点额外伤害，随后解除所有的[幻影剑]增益。

其他友军获得[连携攻击(诺克提斯)]增益。

连携攻击：此技能的费用减少1点且无视防御。","武裝人員：另外對每位武裝人員造成 1 點傷害，然後移除所有武裝人員。

所有其他盟友獲得連結打擊（諾克提斯）。

連擊：成本降低 1，且該技能無視護甲。"
Skill/S_FFXV_Noctis_BladeOfTheMystic_Name,Text,,신비주의자의 검,Blade of the Mystic,ミスティックの刃,夜叉王之剑,神秘者之刃
Skill/S_FFXV_Noctis_Blindside_Description,Text,,"링크 스트라이크나 밴티지 포인트 없이는 사용할 수 없습니다.

각 아르미게르에 대해 &a 추가 피해를 줍니다.

아르미게르1개를 얻고 다른 모든 동맹국은 링크스트라이크(녹티스)를 얻습니다. 밴티지 포인트 와 함께 사용하는 경우 사용자에게 링크스트라이크(녹티스) 도 부여합니다.","Cannot be used without Link Strike or Vantage Point.

Deal &a additional damage for each Armiger.

Gain 1 Armiger and all other allies gain Link Strike (Noctis). If used with Vantage Point, also grant user Link Strike (Noctis).","リンクストライクまたはバンテージポイントがないと使用できません。

各アーミガーに追加ダメージを与えます(&a)。

アーミガーを 1 名獲得し、他のすべての味方がリンク ストライク (ノクティス) を獲得します。 バンテージポイント と併用すると、ユーザーに リンクストライク(ノクティス) も付与されます。","自身没有[连携攻击]或[制高点]时，无法使用。

每1层[幻影剑]造成&a点额外伤害。

获得1层[幻影剑]，其他友军获得[连携攻击(诺克提斯)]增益。释放时若拥有[制高点]，自身也获得[连携攻击(诺克提斯)]增益。","沒有 連結打擊 或 制高點 則無法使用。

對每個武裝戰士造成額外傷害。

獲得 1 名武裝戰士，所有其他盟友獲得連結打擊 (諾克提斯)。如果與 制高點 一起使用，也授予使用者 連結打擊 (諾克提斯)。"
Skill/S_FFXV_Noctis_Blindside_Name,Text,,블라인드사이드,Blindside,ブラインドサイド,侧袭,盲點
Skill/S_FFXV_Noctis_BowOfTheClever_Description,Text,,"아르미게르: 사용자가 아르미게르를 2개 이상 보유한 경우 아르미게르스택당 추가 피해를 입히고 2 아르미게르를 소비합니다.

밴티지 포인트를 소비하지 않으며 고정된 경우 아르미게르의 스택 감소를 트리거하지 않습니다.","Armiger: If the user has at least 2 Armiger, deal &a extra damage for each stack of Armiger and spend 2 Armiger.

Does not consume Vantage Point and does not trigger Armiger's stack reduction if fixed.","アーミガー: ユーザーが少なくとも 2 つのアーミガーを持っている場合、アーミガーのスタックごとに追加ダメージを与え、2 アーミガーを消費します。

バンテージポイントを消費せず、修正された場合でもアーミガーのスタック減少を引き起こしません。","幻影剑：如果自身的[幻影剑]为2层或以上，则每层[幻影剑]额外造成&a点伤害，此后消耗2层[幻影剑]。

作为固定能力使用时，不会消耗[制高点]增益，且不会消耗[幻影剑]的层数。","阿米格爾：如果使用者至少有 2 個 阿米格爾，則每層 阿米格爾造成 1 點額外傷害並花費 2 個 阿米格爾。

如果修復的話，不會消耗有利點，也不會觸發 阿米格爾的堆疊減少。"
Skill/S_FFXV_Noctis_BowOfTheClever_Name,Text,,영리한 활,Bow of the Clever,賢い者の弓,飞王之弓,聰明之弓
Skill/S_FFXV_Noctis_Draw_Description,Text,,"스킬 2개를 뽑습니다.

녹티스가 아르미게르 2개를 얻습니다.","Draw 2 skills.

Noctis gains 2 Armiger.","スキルを2枚引く。

ノクティスはアーミガーを2体獲得。","抽取2个技能。

诺克提斯获得2层[幻影剑]。","抽取2個技能。

諾克提斯獲得 2 名武裝者。"
Skill/S_FFXV_Noctis_Draw_Name,Text,,아르미제르 아스날,Armiger Arsenal,アーミガー・アーセナル,幻影兵装,阿米傑兵工廠
Skill/S_FFXV_Noctis_ElemancyList_0_Description,Text,,"1 아르미게르를 사용하세요.

불, 눈보라, 우뢰중에서 선택하여 직접 제작하세요.","Spend 1 Armiger.

Choose from Fire, Blizzard, or Thunder to create in hand.","アーミガーを1消費します。

ファイア、ブリザード、サンダーから選択して手札に作成します。","消耗1 层[幻影剑]。

在[火炎],[结冰],[闪雷]中选择1张生成。","花費 1 個武裝兵。

從火焰、暴風雪或雷霆中選擇，在手中創造。"
Skill/S_FFXV_Noctis_ElemancyList_0_Name,Text,,마법,Magic,魔法,魔法,魔法
Skill/S_FFXV_Noctis_ElemancyList_1_Description,Text,,"아르미게르 3개를 사용하세요.

불, 눈보라, 우뢰중에서 선택하여 손에 두 번 생성하세요.","Spend 3 Armiger.

Choose from Fire, Blizzard, or Thunder to create in hand twice.","アーミガーを 3 消費します。

ファイア、ブリザード、サンダーから選択して2回手札に生成します。","消耗 3 层[幻影剑]。

在[火炎],[结冰],[闪雷]中选择1张生成并再选择一次。","花費 3 個武裝兵。

從火焰、暴風雪或雷霆中選擇，在手中創造兩次。"
Skill/S_FFXV_Noctis_ElemancyList_1_Name,Text,,듀얼캐스트,Dualcast,デュアルキャスト,双发,雙播
Skill/S_FFXV_Noctis_Elemancy_0_Description,Text,,밴티지 포인트를 소모하지 않습니다.,Does not consume Vantage Point.,ヴァンテージポイントは消費しません。,使用时不会消耗[制高点]。,不消耗制高點。
Skill/S_FFXV_Noctis_Elemancy_0_Name,Text,,불,Fire,火,火炎,火
Skill/S_FFXV_Noctis_Elemancy_1_Description,Text,,밴티지 포인트를 소모하지 않습니다.,Does not consume Vantage Point.,ヴァンテージポイントは消費しません。,使用时不会消耗[制高点]。,不消耗制高點。
Skill/S_FFXV_Noctis_Elemancy_1_Name,Text,,눈보라,Blizzard,ブリザード,结冰,暴風雪
Skill/S_FFXV_Noctis_Elemancy_2_Description,Text,,밴티지 포인트를 소모하지 않습니다.,Does not consume Vantage Point.,ヴァンテージポイントは消費しません。,使用时不会消耗[制高点]。,不消耗制高點。
Skill/S_FFXV_Noctis_Elemancy_2_Name,Text,,우뢰,Thunder,雷,闪雷,雷
Skill/S_FFXV_Noctis_Elemancy_Description,Text,,"1개의 아르미게르를 사용하여 불, 눈보라, 우뢰중에서 선택하여 손에 생성하세요. 두 번째 시간을 선택하려면 3 아르미게르를 사용하세요.

밴티지 포인트를 소모하지 않습니다.","Spend 1 Armiger to choose from Fire, Blizzard, or Thunder to create in hand. Spend 3 Armiger to choose a second time.

Does not consume Vantage Point.","アーミガーを 1 つ消費して、ファイア、ブリザード、サンダーから選択して手札に作成します。 2 回目の選択には 3 アーミガーを消費します。

ヴァンテージポイントは消費しません。","消耗1层[幻影剑]，在[火炎],[结冰],[闪雷]中选择1张生成。消耗3层[幻影剑]可以再选择1次。

使用时不会消耗[制高点]。","花費 1 個 阿米格爾可以選擇火、暴風雪或雷霆來創建手牌。花費 3 阿米格爾進行第二次選擇。

不消耗制高點。"
Skill/S_FFXV_Noctis_Elemancy_Name,Text,,엘레먼시,Elemancy,エレマンシー,元素魔法,優雅
Skill/S_FFXV_Noctis_SwordOfTheFather_Description,Text,,"다른 모든 아군은 링크 스트라이크(녹티스)를 얻습니다.

링크 스트라이크: 아르미게르 2를 얻습니다.

수정된 경우 아르미게르의 스택 감소가 트리거되지 않습니다.","All other allies gain Link Strike (Noctis).

Link Strike: Gain 2 Armiger.

Does not trigger Armiger's stack reduction if fixed.","他のすべての味方はリンクストライク（ノクティス）を獲得します。

リンクストライク：アーミガーを2体獲得。

修正された場合、アーミガーのスタック減少はトリガーされません。","其他友军获得[连携攻击(诺克提斯)]。

连携攻击：获得2层[幻影剑]

作为固定能力使用时，不会消耗[幻影剑]的层数。","所有其他盟友獲得連結打擊（諾克提斯）。

連結打擊：獲得 2 名武裝者。

如果修復的話，不會觸發 阿米格爾的堆疊減少。"
Skill/S_FFXV_Noctis_SwordOfTheFather_Name,Text,,아버지의 검,Sword of the Father,父の剣,父王之剑,父親之劍
Skill/S_FFXV_Noctis_TridentOfTheOracle_Description,Text,,아르미게르: 각 아르미게르에 대해 &a 피해를 준 후 3개의 아르미게르를 제거합니다.,Armiger: Deal &a damage for each Armiger then remove 3 Armiger.,アーミガー: アーミガー1体につき&aダメージを与え、その後3つのアーミガーを取り除く。,幻影剑：每层[幻影剑]额外造成&a点伤害，使用后消耗3层[幻影剑]。,武裝人員：對每位武裝人員造成 1 點傷害，然後移除 3 名武裝人員。
Skill/S_FFXV_Noctis_TridentOfTheOracle_Name,Text,,오라클의 삼지창,Trident of the Oracle,オラクルのトライデント,神使逆矛,神諭者的三叉戟
Skill/S_FFXV_Noctis_UltArmigerUnleashed_0_Description,Text,,"손에서 플레이할 때 왕조적 자세 스택을 제거합니다.

이 스킬을 버리면 아미게르 1개를 얻습니다.","Remove a stack of Dynastic Stance when played from hand.

If this skill is discarded, gain 1 Armiger.","手札からプレイされた場合、ダイナスティックスタンスのスタックを削除します。

このスキルが破棄された場合、アーミガーを 1 獲得します。","从手中释放时，消耗1层[真王姿态]。

此技能被丢弃时，获得1层[幻影剑]。","從手上玩時移除一堆王朝姿態。

如果該技能被丟棄，則獲得 1 點武裝者。"
Skill/S_FFXV_Noctis_UltArmigerUnleashed_0_Name,Text,,로얄 클리브,Royal Cleave,ロイヤルクリーブ,真王斩击,皇家順劈斬
Skill/S_FFXV_Noctis_UltArmigerUnleashed_1_Description,Text,,"다른 모든 적에게 &a 피해를 줍니다.

손에서 플레이할 때 왕조적 자세 스택을 제거합니다.

이 스킬을 버리면 아미게르 1개를 얻습니다.","Deal &a damage to all other enemies.

Remove a stack of Dynastic Stance when played from hand.

If this skill is discarded, gain 1 Armiger.","他のすべての敵に&aダメージを与える。

手札からプレイされた場合、ダイナスティックスタンスのスタックを削除します。

このスキルが破棄された場合、アーミガーを 1 獲得します。","对其他敌人造成&a点伤害。

从手中释放时，消耗1层[真王姿态]。

此技能被丢弃时，获得1层[幻影剑]。","對所有其他敵人造成傷害。

從手上玩時移除一堆王朝姿態。

如果該技能被丟棄，則獲得 1 點武裝者。"
Skill/S_FFXV_Noctis_UltArmigerUnleashed_1_Name,Text,,묵시록,Apocalypsis,アポカリプシス,天启,啟示錄
Skill/S_FFXV_Noctis_UltArmigerUnleashed_2_0_Name,Text,,LOTL 추가 히트,LOTL extra hit,LOTLエクストラヒット,大量额外打击,大量額外打擊
Skill/S_FFXV_Noctis_UltArmigerUnleashed_2_Description,Text,,"두 번 공격하세요.

손에서 플레이할 때 왕조적 자세 스택을 제거합니다.

이 스킬을 버리면 아미게르 1개를 얻습니다.","Attack twice.

Remove a stack of Dynastic Stance when played from hand.

If this skill is discarded, gain 1 Armiger.","２回攻撃する。

手札からプレイされた場合、ダイナスティックスタンスのスタックを削除します。

このスキルが破棄された場合、アーミガーを 1 獲得します。","释放2次。

从手中使用时，消耗1层[真王姿态]。

此技能被丢弃时，获得1层[幻影剑]。","攻擊兩次。

從手上玩時移除一堆王朝姿態。

如果該技能被丟棄，則獲得 1 點武裝者。"
Skill/S_FFXV_Noctis_UltArmigerUnleashed_2_Name,Text,,루시의 유산,Legacy of the Lucii,ルシィの遺産,光耀传承,路西的遺產
Skill/S_FFXV_Noctis_UltArmigerUnleashed_Description,Text,,손에 로얄 클리브를 만드세요.,Create Royal Cleave in hand.,手にロイヤルクリーブを作成します。,在手中生成一张[真王斩击]。,手中創造出皇家順勢斬。
Skill/S_FFXV_Noctis_UltArmigerUnleashed_Name,Text,,아르미거 해방,Armiger Unleashed,解き放たれたアーミガー,幻影剑解放,武裝戰士釋放
Skill/S_FFXV_Noctis_Ult_CrystalsChosen_Description,Text,,아르미게르 1개를 얻습니다.,Gain 1 Armiger.,アーミガーを1体獲得。,获得1层幻影剑。,獲得 1 名武裝戰士。
Skill/S_FFXV_Noctis_Ult_CrystalsChosen_Name,Text,,크리스탈의 선택,Crystal's Chosen,クリスタルが選んだもの,水晶选中之人,水晶之選
Skill/S_FFXV_Noctis_VantagePoint_Description,Text,,아르미게르 1개를 얻습니다.,Gain 1 Armiger.,アーミガーを1体獲得。,获得1层幻影剑。,獲得 1 名武裝戰士。
Skill/S_FFXV_Noctis_VantagePoint_Name,Text,,밴티지 포인트,Vantage Point,バンテージポイント,制高点,制高點
Skill/S_FFXV_Noctis_WarpStrike_Description,Text,,"아르미게르 1개를 얻습니다.

사용자에게 링크 스트라이크 또는 밴티지 포인트가 있는 경우: 아미거 1개를 추가로 얻고 추가 ​​피해를 입힙니다.","Gain 1 Armiger.

If the user has Link Strike or Vantage Point: Gain 1 additional Armiger and deal &a additional damage.","アーミガーを1体獲得。

ユーザーが リンクストライク または バンテージポイント を持っている場合: 追加の アーミガーを 1 獲得し、追加のダメージを与えます。","获得1层[幻影剑]。

使用时若拥有[连携攻击]或[制高点]，则额外获得1层[幻影剑]并造成&a点额外伤害。","獲得 1 名武裝戰士。

如果使用者擁有連擊或製高點：獲得 1 名額外武裝者並造成額外傷害。"
Skill/S_FFXV_Noctis_WarpStrike_Name,Text,,워프 스트라이크,Warp Strike,ワープストライク,位移破击,扭曲打擊
Skill/S_FFXV_Prompto_AleaBazooka_Description,Text,,링크 스트라이크가 없으면 사용할 수 없습니다.,Cannot be used unless user has Link Strike.,リンクストライクを持っていないと使用できない。,如果自身没有[连携攻击]，则无法使用。,除非用戶有 連結打擊，否則無法使用。
Skill/S_FFXV_Prompto_AleaBazooka_Name,Text,,알레아 바주카,Alea Bazooka,アレア・バズーカ,无后坐力炮“投机者”,阿莉亞火箭筒
Skill/S_FFXV_Prompto_AudaxBlade_Description,Text,,"링크 스트라이크 : 크리티컬이 보장되지만 비용이 1 증가합니다.

해당 스킬이 치명타를 입힐 경우 데미지가 100% 증가하고 스킬을 뽑으며 사용자의 스킬을 우선적으로 뽑습니다.","Link Strike: This skill gains guaranteed Critical but cost is increased by 1.

If this skill critically hits deal 100% increased damage and draw a skill, prioritizing user's skills.","リンクストライク：このスキルは確実にクリティカルを獲得しますが、コストが1増加します。

このスキルがクリティカルヒットした場合、ユーザーのスキルを優先して与えるダメージが100％増加し、スキルをドローします。","连携攻击：此技能必定以暴击形式命中，但是费用增加1点。

如果该技能暴击，则造成的伤害增加100%并抽取1个技能，优先抽取自己的技能。","連擊：此技能保證暴擊，但消耗增加1點。

如果該技能暴擊，造成的傷害提高 100% 並繪製技能，優先使用使用者的技能。"
Skill/S_FFXV_Prompto_AudaxBlade_Name,Text,,오닥스 블레이드,Audax Blade,オーダックスブレード,可变刀“猛进”,奧達克斯刀片
Skill/S_FFXV_Prompto_AutoCrossbow_Description,Text,,"링크 스트라이크가 없으면 사용할 수 없습니다.

3번 공격하세요. 대상이 첫 번째 공격에서 천공, 구멍이 숭숭, 과잉살인 상태가 아닌 이상, 추가 공격 시 천공이 적용되지 않습니다.","Cannot be used unless user has Link Strike.

Attack 3 times. Unless the target had Perforated, Riddled With Holes, or Overkill on the first attack, additional attacks do not inflict Perforated.","リンクストライクを持っていないと使用できない。

3回攻撃する。ターゲットが最初の攻撃で穴あき、穴だらけ、またはオーバーキルを持っていない限り、追加の攻撃は穴あきを与えません。","如果自身没有[连携攻击]，则无法使用。

释放3次。若目标在首次攻击时未拥有[贯穿]、[千疮百孔]或[过量伤害]状态，后续攻击将不再施加[贯穿]。","除非用戶有 連結打擊，否則無法使用。

攻擊3次。除非目標在第一次攻擊中出現穿孔、千瘡百孔或過度殺傷，否則後續攻擊不會造成穿孔。"
Skill/S_FFXV_Prompto_AutoCrossbow_Name,Text,,자동 석궁,Auto Crossbow,オートクロスボウ,自动弩枪,自動弩
Skill/S_FFXV_Prompto_Crackshot_0_Description,Text,,,,,,
Skill/S_FFXV_Prompto_Crackshot_0_Name,Text,,크랙샷,Crackshot,クラックショット,粉碎强击,神槍手
Skill/S_FFXV_Prompto_Crackshot_Description,Text,,"링크 스트라이크 : 비용이 1 감소합니다.

대상이 약화 디버프를 갖고 있거나 기절 상태에 있을 경우 무료로 다시 사용할 수 있습니다.","Link Strike: Cost is reduced by 1.

If the target has a weakening debuff or is stunned, this skill can be used again for free.","リンクストライク：コストが1減少します。

ターゲットが弱体化デバフを持っている場合、または気絶している場合、このスキルは無料で再度使用できます。","连携攻击：此技能的费用减少1点。

如果目标持有弱化减益或处于无法行动的减益状态时，可以不消耗费用再次释放。","連結打擊：成本減少 1。

如果目標有削弱減益或被擊暈，則可以免費再次使用該技能。"
Skill/S_FFXV_Prompto_Crackshot_Name,Text,,크랙샷,Crackshot,クラックショット,粉碎强击,神槍手
Skill/S_FFXV_Prompto_Draw_Description,Text,,"스킬 2개를 뽑습니다.

대상 아군이 링크 스트라이크(프롬프토)를 얻습니다.","Draw 2 skills.

Target ally gains Link Strike (Prompto).","スキルを2枚引く。

ターゲットの味方はリンクストライク（プロンプト）を獲得します。","抽取2个技能。

目标盟友获得[连携攻击(普隆普特)]。","抽取2個技能。

目標盟友獲得連結打擊（提示）。"
Skill/S_FFXV_Prompto_Draw_Name,Text,,계속해서 계속해서,Keep On Keeping On,キープ・オン・キープ・オン,坚持到底,繼續繼續
Skill/S_FFXV_Prompto_Gravisphere_Description,Text,,,,,,
Skill/S_FFXV_Prompto_Gravisphere_Name,Text,,중력권,Gravisphere,重力圏,指挥者,重力球
Skill/S_FFXV_Prompto_Piercer_Description,Text,,"링크 스트라이크 : 크리티컬이 보장되는 스킬입니다.

이 스킬은 치명타 시 공격력이 50% 증가합니다.

링크 스트라이크 없이 이 스킬이 치명타를 가할 경우, 사용자는 링크 스트라이크(프롬프토)를 얻습니다.","Link Strike: This skill gains guaranteed Critical.

This skill gains 50% increased attack power on a critical hit.

If this skill critically hits without Link Strike, user gains Link Strike (Prompto).","リンクストライク: このスキルは確実にクリティカルを獲得します。

このスキルはクリティカルヒット時に攻撃力が50%増加します。

このスキルがリンクストライクなしでクリティカルヒットした場合、ユーザーはリンクストライク（プロンプト）を獲得します。","连携攻击：此技能会以暴击形式命中。

此技能暴击时倍率提升50%。

如果此技能没有因[连携攻击]而暴击，则自身获得[连携攻击(普隆普特)]。","連擊：此技能保證暴擊。

此技能暴擊時攻擊力增加 50%。

如果該技能在沒有連結打擊的情況下暴擊，則用戶獲得連結打擊（提示）。"
Skill/S_FFXV_Prompto_Piercer_Name,Text,,꿰뚫는 사람,Piercer,ピアサー,狙击枪“穿心”,穿孔器
Skill/S_FFXV_Prompto_RapidusSMG_0_Name,Text,,라피두스 기관단총 추가 타격,Rapidus SMG extra hit,ラピダスサブマシンガンエクストラヒット,冲锋枪“小号”额外攻击,快速衝鋒槍 額外命中
